"subject","label","lat","long","pop","thumb","comment","abstract","link"
"http://dbpedia.org/resource/Castle_Point","Castle Point","51.54000091552734","0.5799999833106995",86608,"http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Castle_Point_UK_locator_map.svg/200px-Castle_Point_UK_locator_map.svg.png","Castle Point is a local government district and borough in south Essex, 30 miles from Central London. The borough comprises the districts of Canvey Island, Hadleigh, South Benfleet, and Thundersley, the site of the council headquarters.","Castle Point is a local government district and borough in south Essex, 30 miles from Central London. The borough comprises the districts of Canvey Island, Hadleigh, South Benfleet, and Thundersley, the site of the council headquarters.","http://www.castlepoint.gov.uk/"
"http://dbpedia.org/resource/Tynedale","Tynedale","55.0359992980957","-2.127000093460083",58808,"http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/NorthumberlandTynedale.png/200px-NorthumberlandTynedale.png","Tynedale was a local government district in south-west Northumberland, England. It had a resident population of 58,808 according to the 2001 Census, and was named after the River Tyne (and also the old Tynedale ward). Its main towns were Hexham, Haltwhistle and Prudhoe. The district contained part of Hadrian's Wall. With an area of 2,219 km² it was the second largest English district, after the East Riding of Yorkshire.","Tynedale was a local government district in south-west Northumberland, England. It had a resident population of 58,808 according to the 2001 Census, and was named after the River Tyne (and also the old Tynedale ward). Its main towns were Hexham, Haltwhistle and Prudhoe. The district contained part of Hadrian's Wall. With an area of 2,219 km² it was the second largest English district, after the East Riding of Yorkshire. It was bigger than several English counties, including Nottinghamshire, Leicestershire, and Hertfordshire. It was also the second-least densely populated district. The district was formed on 1 April 1974, under the Local Government Act 1972, and was a merger of Hexham and Prudhoe urban districts, along with Bellingham, Haltwhistle and Hexham Rural Districts. Tynedale was historically a liberty created alongside Hexhamshire by Henry I of England. The district was abolished as part of the 2009 structural changes to local government in England effective from 1 April 2009 with responsibilities being transferred to Northumberland County Council, a unitary authority.","http://www.tynedale.gov.uk/"
"http://dbpedia.org/resource/Alnwick_District","Alnwick District","55.41277694702148","-1.694166660308838",31029,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/NorthumberlandAlnwick.png/200px-NorthumberlandAlnwick.png","Alnwick was a local government district of Northumberland, England. Its council was based in Alnwick town and the district had a population of 31,029 according to the 2001 census. It was one of the most rural and sparsely populated districts in the United Kingdom, having a resident population of 31,029 in an area of 1,070 square kilometres, according to the 2001 census. (That is 29 persons per km² compared with the UK average of 245 persons per km².","Alnwick was a local government district of Northumberland, England. Its council was based in Alnwick town and the district had a population of 31,029 according to the 2001 census. It was one of the most rural and sparsely populated districts in the United Kingdom, having a resident population of 31,029 in an area of 1,070 square kilometres, according to the 2001 census. (That is 29 persons per km² compared with the UK average of 245 persons per km². ) Just over 50% of the population was located in the three main towns of Alnwick (7,600), Amble (6,100) and Rothbury (2,500), with the remainder dispersed across large and small villages, hamlets and isolated dwellings. It was the second most racially homogeneous community in the country, in the terms measured in the 2001 census with 99.6% of the population recording their ethnicity as White. The district was formed on 1 April 1974 as a merger of the urban districts of Alnwick and Amble and the rural districts of Alnwick and Rothbury. The district was abolished as part of structural changes to local government in England effective from 1 April 2009. Its responsibilities were transferred to Northumberland County Council, which became a unitary authority.","http://www.alnwick.gov.uk/"
"http://dbpedia.org/resource/Berwick-upon-Tweed_Borough","Berwick-upon-Tweed Borough","55.77222061157227","-2.002222299575806",25949,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/NorthumberlandBerwick.png/200px-NorthumberlandBerwick.png","Berwick-upon-Tweed was a local government district and borough in Northumberland in the north-east of England, on the border with Scotland. The district had a resident population of 25,949 according to the 2001 census, which also notes that it is the most ethnically homogeneous in the country, with 99.6% of the population recording themselves in the 2001 census as White.","Berwick-upon-Tweed was a local government district and borough in Northumberland in the north-east of England, on the border with Scotland. The district had a resident population of 25,949 according to the 2001 census, which also notes that it is the most ethnically homogeneous in the country, with 99.6% of the population recording themselves in the 2001 census as White. It is also the smallest district in England with borough status, and the third-least densely populated local government district. Its main town is Berwick-upon-Tweed, sited immediately to the north of the Tweed estuary. The town is ancient, the scene of a number of battles; it has perhaps the best remaining example of a (almost completely intact) town wall, built for defensive purposes. On the south of the estuary, the port of Tweedmouth is the point of export of diverse goods, but especially grain and roadstone. The remainder of the borough is rural, bordered to the west by the Cheviot Hills, and to the east by a stunningly beautiful coastline. The borough was formed on 1 April 1974 by the merger of the previous borough of Berwick-upon-Tweed with Belford Rural District, Glendale Rural District and Norham and Islandshires Rural District. Berwick was the first district in Britain to hold a referendum on whether to have a directly elected mayor. This rereferendum, on 7 June 2001, decided against an elected mayor. The district was abolished as part of the 2009 structural changes to local government in England effective from 1 April 2009 with responsibilities being transferred to Northumberland County Council, a unitary authority.","http://www.berwick-upon-tweed.gov.uk/"
"http://dbpedia.org/resource/City_of_London","City of London","51.51549911499023","-0.09220000356435776",7000,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/City_of_London_skyline_at_dusk.jpg/200px-City_of_London_skyline_at_dusk.jpg","The City of London is a district of London. The City constituted most of London from its settlement by the Romans in the 1st century AD to the Middle Ages, but the conurbation has since grown far beyond its borders. As the City's boundaries have remained almost unchanged since the Middle Ages, it is now only a tiny part of the metropolis, though it remains a notable part of central London. The City holds city status in its own right, and is also a separate ceremonial county.","The City of London is a district of London. The City constituted most of London from its settlement by the Romans in the 1st century AD to the Middle Ages, but the conurbation has since grown far beyond its borders. As the City's boundaries have remained almost unchanged since the Middle Ages, it is now only a tiny part of the metropolis, though it remains a notable part of central London. The City holds city status in its own right, and is also a separate ceremonial county. It is often referred to as the City (often written on maps as ""City"") or the Square Mile, as it is just over one square mile in area. These terms are also often used as metonyms for the United Kingdom's financial services industry, which continues a notable history of being based in the City. The term London now refers to a much larger conurbation roughly corresponding to the London region, which is also known as the Greater London administrative area, of 32 boroughs, in addition to the City of London. The local authority for the City, the City of London Corporation, is unique in the United Kingdom, and has some unusual responsibilities for a local authority in Britain, such as being the police authority for the City. It also has responsibilities and ownerships beyond the City's boundaries. The Corporation is headed by the Lord Mayor of the City of London, an office separate from (and much older than) the Mayor of London. The City is today a major business and financial centre, ranking as the leading centre of global finance. Throughout the 19th century, the City served as the world's primary business centre, and continues to be a major meeting point for businesses to this day. London came top in the Worldwide Centres of Commerce Index, published in 2008. The insurance industry is focused around the eastern side of the City. The other major financial district in London is Canary Wharf, 2.5 miles to the east. The City has a resident population of about 7,000 (Census, 2011) but around 316,700 people work there, mainly in the financial services sector. The legal profession forms a major component of the northern and western sides of the City - especially in the Temple and Chancery Lane areas where the Inns of Court are located, of which two—Inner Temple and Middle Temple—fall within the City of London boundary.","http://www.cityoflondon.gov.uk"
"http://dbpedia.org/resource/Gawthorpe_(ward)","Gawthorpe (ward)","53.80300140380859","-2.309999942779541",6119,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/UKWard-Burnley_Gawthorpe.png/200px-UKWard-Burnley_Gawthorpe.png","Gawthorpe is an electoral ward in the non-metropolitan district of Burnley in Lancashire, England. The ward covers the majority of the town of Padiham, meaning it is a largely urban area. It is part of the Padiham and Burnley West electoral division of Lancashire County Council, the Burnley UK Parliament constituency and the North West England European Parliament constituency.","Gawthorpe is an electoral ward in the non-metropolitan district of Burnley in Lancashire, England. The ward covers the majority of the town of Padiham, meaning it is a largely urban area. It is part of the Padiham and Burnley West electoral division of Lancashire County Council, the Burnley UK Parliament constituency and the North West England European Parliament constituency.",
"http://dbpedia.org/resource/Wicken_Bonhunt","Wicken Bonhunt","51.97811126708984","0.1822230070829391",200,"http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/St._Margaret's_church,_Wicken_Bonhunt,_Essex_-_geograph.org.uk_-_141801.jpg/200px-St._Margaret's_church,_Wicken_Bonhunt,_Essex_-_geograph.org.uk_-_141801.jpg","Wicken Bonhunt is a small village located in the non-metropolitan district of Uttlesford in the ceremonial and non-metropolitan county of Essex, in the East region of England, to the northeast of Greater London. It has a population of about 200.","Wicken Bonhunt is a small village located in the non-metropolitan district of Uttlesford in the ceremonial and non-metropolitan county of Essex, in the East region of England, to the northeast of Greater London. It has a population of about 200.",
"http://dbpedia.org/resource/North_Warwickshire","North Warwickshire","52.57600021362305","-1.545400023460388",62,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/North_Warwickshire_UK_locator_map.svg/200px-North_Warwickshire_UK_locator_map.svg.png","North Warwickshire is a local government district and borough in Warwickshire, England. The main town in the district is Atherstone where the council is based. Other significant places include Coleshill, Polesworth and Kingsbury. The North Warwickshire district was created on 1 April 1974 by a merger of the Atherstone Rural District and parts of the Meriden Rural District (the rest of which was merged into the West Midlands county).","North Warwickshire is a local government district and borough in Warwickshire, England. The main town in the district is Atherstone where the council is based. Other significant places include Coleshill, Polesworth and Kingsbury. The North Warwickshire district was created on 1 April 1974 by a merger of the Atherstone Rural District and parts of the Meriden Rural District (the rest of which was merged into the West Midlands county). North Warwickshire is a mostly rural area with several small towns. The area historically had a large coal mining industry, but this has almost died out. The district is relatively remote from the rest of Warwickshire, as the county is almost split in two by the West Midlands. The boundaries of North Warwickshire are almost the same as the North Warwickshire parliamentary constituency. However the constituency also includes the town of Bedworth. The local MP is Dan Byles. In 2007 the Conservatives took overall control of the Borough Council for the first time since the creation of the council within its current boundaries. The Council was retaken by Labour in 2011. It borders the Warwickshire district of Nuneaton and Bedworth to the east, the county of Leicestershire to the north-east, Staffordshire to the north-west, and the West Midlands to the south and south-west.","http://www.northwarks.gov.uk/"
"http://dbpedia.org/resource/Rushmoor","Rushmoor","51.2774543762207","-0.7715111374855042",,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Rushmoor_UK_locator_map.svg/200px-Rushmoor_UK_locator_map.svg.png","Rushmoor is a local government district and borough in Hampshire, England. It covers the towns of Aldershot and Farnborough. It was formed on 1 April 1974 by the merger of the borough of Aldershot and the Farnborough urban district. The borough took its name from Rushmoor Arena, a military showground constructed at Rushmoor Bottom in 1923. In May 2000, a referendum was held to on whether to change the name of the borough.","Rushmoor is a local government district and borough in Hampshire, England. It covers the towns of Aldershot and Farnborough. It was formed on 1 April 1974 by the merger of the borough of Aldershot and the Farnborough urban district. The borough took its name from Rushmoor Arena, a military showground constructed at Rushmoor Bottom in 1923. In May 2000, a referendum was held to on whether to change the name of the borough. Two alternative names were suggested in place of Rushmoor: Aldershot and Farnborough or Farnborough and Aldershot. In the event, more than 81% of those who voted chose to retain the name, on a turnout of 29%. Rushmoor's population has grown from 1,366 in 1801, through 39,616 in 1901 to over 90,000 in 2001. In 2006, Rushmoor gained a Silver Gilt award in the South and South East in Bloom awards. Rushmoor is twinned with Oberursel in Germany, Meudon in France and Sulechów in Poland.","http://www.rushmoor.gov.uk/"
"http://dbpedia.org/resource/Borough_of_Wellingborough","Borough of Wellingborough","52.30138778686523","-0.6944444179534912",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Wellingborough_UK_locator_map.svg/200px-Wellingborough_UK_locator_map.svg.png","The Borough of Wellingborough is a Non-metropolitan district and borough in Northamptonshire, England. It is named after Wellingborough, its main town, but also includes surrounding rural areas. The local council prefers to call itself the 'Borough Council of Wellingborough' rather than the more usual form 'Wellingborough Borough Council'. The borough covers almost the same area as the Wellingborough constituency.","The Borough of Wellingborough is a Non-metropolitan district and borough in Northamptonshire, England. It is named after Wellingborough, its main town, but also includes surrounding rural areas. The local council prefers to call itself the 'Borough Council of Wellingborough' rather than the more usual form 'Wellingborough Borough Council'. The borough covers almost the same area as the Wellingborough constituency. It was formed on 1 April 1974, under the Local Government Act 1972, by a merger of the borough of Wellingborough with Wellingborough Rural District.","http://www.wellingborough.gov.uk"
"http://dbpedia.org/resource/Harlow","Harlow","51.77899932861328","0.1280000060796738",,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bird_by_Hebe_Comerford.jpg/200px-Bird_by_Hebe_Comerford.jpg","Harlow is a new town and local government district in Essex, England. It is located in the west of the county and on the border with Hertfordshire, on the Stort Valley, The town is near the M11 motorway and forms part of the London commuter belt. The district has a current population of 78,889 (2010 estimate).","Harlow is a new town and local government district in Essex, England. It is located in the west of the county and on the border with Hertfordshire, on the Stort Valley, The town is near the M11 motorway and forms part of the London commuter belt. The district has a current population of 78,889 (2010 estimate).","http://www.harlow.gov.uk/"
"http://dbpedia.org/resource/Blaby_District","Blaby District","52.57300186157227","-1.205000042915344",,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Blaby_UK_locator_map.svg/200px-Blaby_UK_locator_map.svg.png","Blaby is a local government district in Leicestershire, England. The district is named after the village of Blaby. It covers the civil parish of Blaby and 23 others. Among these are Cosby, Countesthorpe, Enderby, Huncote, Narborough (the location of the main district council offices), Sapcote, Stoney Stanton, and Wigston Parva.","Blaby is a local government district in Leicestershire, England. The district is named after the village of Blaby. It covers the civil parish of Blaby and 23 others. Among these are Cosby, Countesthorpe, Enderby, Huncote, Narborough (the location of the main district council offices), Sapcote, Stoney Stanton, and Wigston Parva. Much of the district is part of the Leicester urban area: this applies especially to the parishes of Braunstone Town (including the commuter housing development of Thorpe Astley); Glenfield (the location of the headquarters of Leicestershire County Council); Kirby Muxloe; Leicester Forest East; and Glen Parva. There are plans to extend this urban area significantly through a large scale housing development, in the rural parish of Lubbesthorpe, and expansion of the industrial area in the neighbouring parish of Enderby. Blaby was represented in Parliament by the former Chancellor of the Exchequer, Nigel Lawson, between 1974 and 1992.","http://www.blaby.gov.uk/"
"http://dbpedia.org/resource/Borough_of_Fareham","Borough of Fareham","50.85419845581055","-1.17550003528595",,"http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Fareham_UK_locator_map.svg/200px-Fareham_UK_locator_map.svg.png","The Borough of Fareham is a local government district and borough in Hampshire, England. Its council is based in Fareham. Other places within the Borough include Portchester, Stubbington, Hill Head, Titchfield, Warsash, Locks Heath, Sarisbury and half of Whiteley. The Borough covers much of the semi-urban area between the cities of Southampton and Portsmouth, and is part of the South Hampshire conurbation, with many residents commuting to the two cities for employment.","The Borough of Fareham is a local government district and borough in Hampshire, England. Its council is based in Fareham. Other places within the Borough include Portchester, Stubbington, Hill Head, Titchfield, Warsash, Locks Heath, Sarisbury and half of Whiteley. The Borough covers much of the semi-urban area between the cities of Southampton and Portsmouth, and is part of the South Hampshire conurbation, with many residents commuting to the two cities for employment. The Fareham urban district was reconstituted as a non-metropolitan district by the Local Government Act 1972 on 1 April 1974 and gained borough status. The Borough of Fareham covers the area from Portchester in the east to Warsash in the west, south to Stubbington and Hill Head and north to include part of Whiteley. It is unusual for a relatively small borough in that it has two Members of Parliament (Stubbington and Hill Head are part of the Gosport constituency), two post towns (the west of the borough is in the Southampton post town) and three telephone dialling codes (mostly 01329 but also 01489 in the west of the borough and 023 in the extreme east). The 2001 Census found Fareham to have lower than average unemployment and crime with house prices higher than average. The population of the borough was estimated at about 111,000 with an average age of 40.3 years.","http://www.fareham.gov.uk/"
