"subject","label","b","link","img","comment","abstract"
"http://dbpedia.org/resource/Sid_Wharton","Sid Wharton","http://dbpedia.org/resource/Birmingham",,,"Sidney Emmanuel ""Sid"" Wharton (1876 in Birmingham – 1951 in Birmingham) was an English professional footballer who played for Small Heath as a winger. He was a pacy winger with good ball-control who created chances and was always involved in the game. He made 167 appearances in all competitions for Small Heath. In 1900–01 he represented the Football League against the Irish League and played for an England XI in an unofficial international against a German XI alongside clubmate Alex Leake.","Sidney Emmanuel ""Sid"" Wharton (1876 in Birmingham – 1951 in Birmingham) was an English professional footballer who played for Small Heath as a winger. He was a pacy winger with good ball-control who created chances and was always involved in the game. He made 167 appearances in all competitions for Small Heath. In 1900–01 he represented the Football League against the Irish League and played for an England XI in an unofficial international against a German XI alongside clubmate Alex Leake. He later became a bookmaker."
"http://dbpedia.org/resource/Augustus_Prew","Augustus Prew","http://dbpedia.org/resource/London",,,"Augustus Art Prew (born 17 September 1987) is an English film and television actor. Prew was born in Hammersmith, London, England, where he later attended Latymer Upper School. He is the son of Wendy Dagworthy, a fashion designer, and Jonathan Prew. He also has a younger brother called Somerset Sidney Prew (born August 1990). Since 2001, Prew has appeared in more than five films and eight television productions.","Augustus Art Prew (born 17 September 1987) is an English film and television actor. Prew was born in Hammersmith, London, England, where he later attended Latymer Upper School. He is the son of Wendy Dagworthy, a fashion designer, and Jonathan Prew. He also has a younger brother called Somerset Sidney Prew (born August 1990). Since 2001, Prew has appeared in more than five films and eight television productions. His screen début was as a child actor appearing as Drew Jessup in episodes (2001) of television series 24Seven (2001–02). This was followed by his film début appearing as Ali in the comedy-drama film About a Boy (2002), directed by brothers Chris and Paul Weitz. More recently, he appeared as Prince Alfonso in the drama miniseries The Borgias (2011)."
"http://dbpedia.org/resource/Bill_Pickering","Bill Pickering","http://dbpedia.org/resource/Birmingham",,,"William Harold ""Bill"" Pickering (November 1, 1901 – c. February 1971) was a professional footballer. He initially played for Latch & Batchelors F.C. before playing as an amateur for Sunderland. He went on to play for Merthyr Town, Gillingham, Huddersfield Town, Reading, Colwyn Bay United, Bristol Rovers, Accrington Stanley, Oswestry Town & Cradley Heath. He was born in Birmingham.","William Harold ""Bill"" Pickering (November 1, 1901 – c. February 1971) was a professional footballer. He initially played for Latch & Batchelors F.C. before playing as an amateur for Sunderland. He went on to play for Merthyr Town, Gillingham, Huddersfield Town, Reading, Colwyn Bay United, Bristol Rovers, Accrington Stanley, Oswestry Town & Cradley Heath. He was born in Birmingham."
"http://dbpedia.org/resource/Thomas_John_Cochrane","Thomas John Cochrane","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Thomas-john-cochrane.jpg/200px-Thomas-john-cochrane.jpg","Admiral of the Fleet Sir Thomas John Cochrane GCB (5 February 1789 – 19 October 1872) was an English naval officer and colonial governor.","Admiral of the Fleet Sir Thomas John Cochrane GCB (5 February 1789 – 19 October 1872) was an English naval officer and colonial governor."
"http://dbpedia.org/resource/Mark_Wadlow","Mark Wadlow","http://dbpedia.org/resource/Middlesbrough",,,"Mark Wadlow (born 1962) is an English screenwriter known for his partnership with Peter Morgan and his work on the ITV soap opera Coronation Street.","Mark Wadlow (born 1962) is an English screenwriter known for his partnership with Peter Morgan and his work on the ITV soap opera Coronation Street."
"http://dbpedia.org/resource/Shola_Ama","Shola Ama","http://dbpedia.org/resource/London",,,"Shola Ama (born Mathurin Campbell, 18 March 1979) is an English R&B singer, who scored her biggest hit in 1997 with a cover of Turley Richards' ""You Might Need Somebody"".","Shola Ama (born Mathurin Campbell, 18 March 1979) is an English R&B singer, who scored her biggest hit in 1997 with a cover of Turley Richards' ""You Might Need Somebody""."
"http://dbpedia.org/resource/David_Edward_Hughes","David Edward Hughes","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/David_Edward_Hughes.jpg/200px-David_Edward_Hughes.jpg","David Edward Hughes (16 May 1831 – 22 January 1900), was a Welsh-American scientist and musician. Hughes was co-inventor of the microphone and teleprinter, inventor of the spark-gap transmitter and inventor of the crystal radio. He also independently invented a semiconductor rectifier diode, which he used to invent the crystal radio detector for the world's first radio transmitter and receiver. He was a harpist, and a professor of music.","David Edward Hughes (16 May 1831 – 22 January 1900), was a Welsh-American scientist and musician. Hughes was co-inventor of the microphone and teleprinter, inventor of the spark-gap transmitter and inventor of the crystal radio. He also independently invented a semiconductor rectifier diode, which he used to invent the crystal radio detector for the world's first radio transmitter and receiver. He was a harpist, and a professor of music."
"http://dbpedia.org/resource/Brian_Clough","Brian Clough","http://dbpedia.org/resource/Middlesbrough",,"http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Brian_Clough.jpg/200px-Brian_Clough.jpg","Brian Howard Clough, OBE was an English footballer and football manager. As a player Clough was a prolific goalscorer with Middlesbrough and Sunderland, scoring 251 league goals from 274 starts. He also won two England caps, both in 1959. Clough retired from playing at the age of 29, after sustaining anterior cruciate ligament damage. He remains one of the Football League's highest goalscorers.","Brian Howard Clough, OBE was an English footballer and football manager. As a player Clough was a prolific goalscorer with Middlesbrough and Sunderland, scoring 251 league goals from 274 starts. He also won two England caps, both in 1959. Clough retired from playing at the age of 29, after sustaining anterior cruciate ligament damage. He remains one of the Football League's highest goalscorers. In 1965 Clough took the manager's job at Fourth Division Hartlepools United and appointed Peter Taylor as his assistant, the start of an enduring partnership that would bring them success at numerous clubs over the next two decades. In 1967 the duo moved on to Second Division Derby County. In 1968–69, Derby were promoted as Second Division champions. Three years later, Derby were crowned champions of England for the first time in the club's history. In 1973 they reached the semi-finals of the European Cup. However, by this point Clough's relationship with chairman Sam Longson had deteriorated, and he and Taylor resigned. This was followed by an eight-month spell in charge of Third Division Brighton & Hove Albion, before Clough (but not Taylor) returned north in the summer of 1974 to become manager of Leeds United – a surprise appointment given his previous outspoken criticism of the Leeds players and their manager Don Revie. He was sacked after 44 days in the job. Within months Clough had joined Second Division Nottingham Forest, re-uniting with Taylor in 1976. In 1977 Forest were promoted and the following season won the league title (the first in the club's history), making Clough one of four managers to have won the English league with two different clubs. Forest also won two consecutive European Cups and two League Cups before Taylor retired in 1982. Clough stayed on as Forest manager for another decade and won two more League Cups, but could not emulate his earlier successes. Forest were relegated from the Premier League in 1993, after which Clough retired from football. Charismatic, outspoken and often controversial, Clough is considered one of the great managers of the English game. His achievements with Derby and Forest, two struggling provincial clubs with little prior history of success, are rated amongst the greatest in football history. His teams were also noted for playing attractive football and for their good sportsmanship. Despite applying several times and being a popular choice for the job, he was never appointed England manager, and has been dubbed the ""greatest manager England never had"". His name is closely associated with that of Peter Taylor, who served as his assistant manager at various clubs in the 1960s, 1970s and 1980s."
"http://dbpedia.org/resource/Paul_Grist","Paul Grist","http://dbpedia.org/resource/Sheffield",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/KaneInside_Big.png/200px-KaneInside_Big.png","Paul Grist (born September 9, 1960) is a British comic book creator, noted for his hard-boiled police series Kane and his unorthodox superhero series Jack Staff.","Paul Grist (born September 9, 1960) is a British comic book creator, noted for his hard-boiled police series Kane and his unorthodox superhero series Jack Staff."
"http://dbpedia.org/resource/Thomas_Hunter_(aviator)","Thomas Hunter (aviator)","http://dbpedia.org/resource/London",,,"Captain Thomas Vicars Hunter was a World War I flying ace credited with five aerial victories. He had a leg amputated because of wounds suffered as an infantryman; he was the first known military pilot to qualify as a pilot and fly combat despite that disability.","Captain Thomas Vicars Hunter was a World War I flying ace credited with five aerial victories. He had a leg amputated because of wounds suffered as an infantryman; he was the first known military pilot to qualify as a pilot and fly combat despite that disability."
"http://dbpedia.org/resource/Andrew_Birkin","Andrew Birkin","http://dbpedia.org/resource/London",,,"Andrew Timothy Birkin (born 9 December 1945) is an English screenwriter, director and occasional actor. He was born the only son of Lieutenant-Commander David Birkin and his wife, the actress Judy Campbell. One of his sisters is the actress Jane Birkin.","Andrew Timothy Birkin (born 9 December 1945) is an English screenwriter, director and occasional actor. He was born the only son of Lieutenant-Commander David Birkin and his wife, the actress Judy Campbell. One of his sisters is the actress Jane Birkin."
"http://dbpedia.org/resource/Derren_Brown","Derren Brown","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Derren_Victor_Brown.jpg/200px-Derren_Victor_Brown.jpg","Derren Brown (born 27 February 1971) is a British illusionist, mentalist, trickster, hypnotist, painter, writer, and sceptic. He is known for his appearances in television specials, stage productions, and British television series such as Trick of the Mind and Trick or Treat. Since the first broadcast of his show Derren Brown: Mind Control in 2000, Brown has become increasingly well known for his mind-reading act. He has written books for magicians as well as the general public.","Derren Brown (born 27 February 1971) is a British illusionist, mentalist, trickster, hypnotist, painter, writer, and sceptic. He is known for his appearances in television specials, stage productions, and British television series such as Trick of the Mind and Trick or Treat. Since the first broadcast of his show Derren Brown: Mind Control in 2000, Brown has become increasingly well known for his mind-reading act. He has written books for magicians as well as the general public. His caricature artwork has received gallery exhibition and is available in a single volume, documenting his portrait collection. Though his performances of mind-reading and other feats of mentalism may appear to be the result of psychic or paranormal practices, he claims no such abilities and frequently denounces those who do. Brown states at the beginning of his Trick of the Mind programmes that he achieves his results using a combination of ""magic, suggestion, psychology, misdirection and showmanship"". Using his knowledge and skill, he appears to be able to predict and influence people's thoughts with subtle suggestion, manipulate the decision-making process and read the subtle physical and psychological signs or body language that indicate what a person is thinking."
"http://dbpedia.org/resource/Alan_Mowbray","Alan Mowbray","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Alan_Mowbray_in_Topper_Takes_a_Trip_trailer.jpg/200px-Alan_Mowbray_in_Topper_Takes_a_Trip_trailer.jpg","Alan Mowbray MM, (18 August 1896 - 25 March 1969), was an English stage and film actor who found success in Hollywood. Born Alfred Ernest Allen in London, England, he served with distinction the British Army in World War I, being awarded the Military Medal for bravery. He began as a stage actor, making his way to the United States where he appeared in Broadway plays and toured the country as part of a theater troupe.","Alan Mowbray MM, (18 August 1896 - 25 March 1969), was an English stage and film actor who found success in Hollywood. Born Alfred Ernest Allen in London, England, he served with distinction the British Army in World War I, being awarded the Military Medal for bravery. He began as a stage actor, making his way to the United States where he appeared in Broadway plays and toured the country as part of a theater troupe. As Alan Mowbray, he made his film debut in 1931, going on to a career primarily as a character actor in more than 140 films including the sterling butler role in the comedy Merrily We Live, and playing the title role in the TV series The Adventures of Colonel Flack. During World War II, he made a memorable appearance as the Devil in the Hal Roach propaganda comedy The Devil with Hitler. He appeared in some two dozen guest roles on various television series. Mowbray was a founding member of the Screen Actors Guild, with outside interests that led to membership in Britain's Royal Geographic Society. He played the title role in the DuMont TV series Colonel Humphrey Flack, which first appeared in 1953-1954 and then was revived in 1958-1959. In the 1954-1955 television season Mowbray played Mr. Swift, the drama coach of the character Mickey Mulligan, in NBC's short-lived situation comedy The Mickey Rooney Show: Hey, Mulligan. Mowbray died of a heart attack in 1969 in Hollywood and was interred in the Holy Cross Cemetery in Culver City, California."
"http://dbpedia.org/resource/Norman_Mitchell","Norman Mitchell","http://dbpedia.org/resource/Sheffield",,,"For the Australian cricket and football player see Norman Mitchell (sportsman).","For the Australian cricket and football player see Norman Mitchell (sportsman). Norman Mitchell {{#invoke:InfoboxImage|InfoboxImage|image=|size=|sizedefault=frameless|alt=|suppressplaceholder=yes}}Born Norman Mitchell Driver(1918-08-27)27 August 1918Sheffield, West Riding of Yorkshire, England, UKDied 19 March 2001(2001-03-19) (aged 82)Downham Market, Norfolk, England, UKOccupation ActorYears active 1951–2001 Norman Mitchell (27 August 1918 – 19 March 2001) was an English television, stage and film actor. Born in Sheffield, West Riding of Yorkshire, his father was a mining engineer and his mother a concert singer. He attended Carterknowle Grammar School and the University of Sheffield, before appearing in repertory theatre and with the Royal Shakespeare Company. During World War II he served with the Royal Army Medical Corps. He then made thousands of television appearances and appeared in over sixty films. Mitchell was married to actress Pauline Mitchell (Laura Deane - died 1992). He was the father of Jacqueline Mitchell and actor Christopher Mitchell, most notable for his role in the BBC sitcom It Ain't Half Hot Mum."
"http://dbpedia.org/resource/Simon_Dyson","Simon Dyson","http://dbpedia.org/resource/York",,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/KLM_2009_Simon_Dyson.JPG/200px-KLM_2009_Simon_Dyson.JPG","Simon Dyson (born 21 December 1977) is an English professional golfer. He plays on the European Tour, having formerly played on the Asian Tour.","Simon Dyson (born 21 December 1977) is an English professional golfer. He plays on the European Tour, having formerly played on the Asian Tour."
"http://dbpedia.org/resource/Wayne_Jacobs","Wayne Jacobs","http://dbpedia.org/resource/Sheffield",,,"Wayne Jacobs (born 3 February 1969) is an English football coach and former professional player who was most recently assistant manager at Bradford City.","Wayne Jacobs (born 3 February 1969) is an English football coach and former professional player who was most recently assistant manager at Bradford City."
"http://dbpedia.org/resource/Julian_Kelly","Julian Kelly","http://dbpedia.org/resource/London",,,"Julian James Kelly (born 6 September 1989) is an English footballer who plays as a defender for Notts County.","Julian James Kelly (born 6 September 1989) is an English footballer who plays as a defender for Notts County."
"http://dbpedia.org/resource/Judy_Loe","Judy Loe","http://dbpedia.org/resource/Manchester",,,"Judith M. ""Judy"" Loe (born 6 March 1947) is an English actress. She was the widow of actor Richard Beckinsale and is now married to director Roy Battersby. She is the mother of actress Kate Beckinsale.","Judith M. ""Judy"" Loe (born 6 March 1947) is an English actress. She was the widow of actor Richard Beckinsale and is now married to director Roy Battersby. She is the mother of actress Kate Beckinsale."
"http://dbpedia.org/resource/Billy_Mehmet","Billy Mehmet","http://dbpedia.org/resource/London",,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Billy_Mehmet.jpg/200px-Billy_Mehmet.jpg","Billy Mehmet (born 3 January 1984 in London) is an English professional football player who plays for Bangkok Glass in the Thai Premier League. Born in England, Mehmet is of part English, Irish and Turkish Cypriot descent and has played for the Republic of Ireland U21 team.","Billy Mehmet (born 3 January 1984 in London) is an English professional football player who plays for Bangkok Glass in the Thai Premier League. Born in England, Mehmet is of part English, Irish and Turkish Cypriot descent and has played for the Republic of Ireland U21 team. HONOURS Scottish Fist Division Champions, Scottish Bells Cup Winners, Scottish League Cup Runners Up, SPL Player of the Month - League, SPL Player of the Round - Cup, Turkish Bank Asya Lig 1 Champions, Australian A-League Runners Up,"
"http://dbpedia.org/resource/Frank_Pullen","Frank Pullen","http://dbpedia.org/resource/London",,,"Francis Henry ""Frank"" Pullen (8 September 1915 – 17 January 1992) was an English businessperson and racehorse owner. Frank Pullen {{#invoke:InfoboxImage|InfoboxImage|image=|size=|sizedefault=frameless|alt=|suppressplaceholder=yes}}Born (1915-09-08)8 September 1915London, EnglandDied 17 January 1992(1992-01-17)Occupation Businessman:Property DeveloperRacehorse owner/breeder","Francis Henry ""Frank"" Pullen (8 September 1915 – 17 January 1992) was an English businessperson and racehorse owner. Frank Pullen {{#invoke:InfoboxImage|InfoboxImage|image=|size=|sizedefault=frameless|alt=|suppressplaceholder=yes}}Born (1915-09-08)8 September 1915London, EnglandDied 17 January 1992(1992-01-17)Occupation Businessman:Property DeveloperRacehorse owner/breeder"
"http://dbpedia.org/resource/Mark_Currie_(cricketer)","Mark Currie (cricketer)","http://dbpedia.org/resource/Manchester",,,"Mark Robert Currie (born 22 September 1979) is an English cricketer. Currie is a right-handed batsman who bowls right-arm off break. He was born in Manchester. Currie made his debut for Cheshire in the 1999 Minor Counties Championship against Berkshire. He played Minor counties cricket for Cheshire from 1999 to 2005, including 18 Minor Counties Championship matches. and 7 MCCA Knockout Trophy matches.","Mark Robert Currie (born 22 September 1979) is an English cricketer. Currie is a right-handed batsman who bowls right-arm off break. He was born in Manchester. Currie made his debut for Cheshire in the 1999 Minor Counties Championship against Berkshire. He played Minor counties cricket for Cheshire from 1999 to 2005, including 18 Minor Counties Championship matches. and 7 MCCA Knockout Trophy matches. In 2001, he made his List A debut for Cheshire against Cornwall in the Cheltenham & Gloucester Trophy. In the same season he played another List A match against the same opposition, this time in the 2nd round of the 2002 Cheltenham & Gloucester Trophy which was played in 2001. His final List A appearance for Cheshire came in 2002, against Lincolnshire in the 2nd round of the 2003 Cheltenham & Gloucester Trophy which was played in 2002. In 2002, Currie made his first-class debut for Lancashire against West Indies A. The following season he played two further first-class matches, against Durham UCCE and his only County Championship appearance, against Surrey. In those three matches, he scored 216 runs at a batting average of 54.00, with two half centuries and a high score of 97. His highest first-class score came against Durham UCCE, with Currie being dismissed 3 short of his century by David Brown. His score of 97 came in a partnership of 215 with Alec Swann. In 2003, Currie played three List A matches for Lancashire against India A, Derbyshire and Sussex. Currie played six List A matches in his career, scoring 145 runs at an average of 29.00, with a single half century high score of 94. This came for Cheshire against Lincolnshire. He has also played for the Lancashire Second XI."
"http://dbpedia.org/resource/Charles_Vanderbyl","Charles Vanderbyl","http://dbpedia.org/resource/London",,,"Charles Vanderbyl (5 April 1874 – 9 February 1956) was a British fencer. He competed in the individual sabre and épée events at the 1912 Summer Olympics.","Charles Vanderbyl (5 April 1874 – 9 February 1956) was a British fencer. He competed in the individual sabre and épée events at the 1912 Summer Olympics."
"http://dbpedia.org/resource/Terrell_Forbes","Terrell Forbes","http://dbpedia.org/resource/London",,,"Terrell Dishan Forbes is an English professional footballer who plays as a defender for League Two side Aldershot Town. He was a member of the West Ham United 1999 FA Youth Cup winning team and gained promotion from Division Two with Queens Park Rangers in 2004. He has also played for Grimsby Town, Oldham Athletic, Yeovil Town, Leyton Orient and Chesterfield.","Terrell Dishan Forbes is an English professional footballer who plays as a defender for League Two side Aldershot Town. He was a member of the West Ham United 1999 FA Youth Cup winning team and gained promotion from Division Two with Queens Park Rangers in 2004. He has also played for Grimsby Town, Oldham Athletic, Yeovil Town, Leyton Orient and Chesterfield."
"http://dbpedia.org/resource/Claude_Phillips","Claude Phillips","http://dbpedia.org/resource/London",,,"Sir Claude Phillips (29 January 1846 – 9 August 1924) was an English writer, art historian and critic for the Daily Telegraph, Manchester Guardian and other publications during the late 19th century. He was the first keeper of the Wallace Collection at Hertford House, writing its first catalogue, and held that post from 1900 until his retirement in 1911 whereupon he was knighted for his service.","Sir Claude Phillips (29 January 1846 – 9 August 1924) was an English writer, art historian and critic for the Daily Telegraph, Manchester Guardian and other publications during the late 19th century. He was the first keeper of the Wallace Collection at Hertford House, writing its first catalogue, and held that post from 1900 until his retirement in 1911 whereupon he was knighted for his service. Phillips was considered one of the most eminent critics in Victorian Britain, and his numerous scholarly and art history books were widely read."
"http://dbpedia.org/resource/Gary_Daniels","Gary Daniels","http://dbpedia.org/resource/London",,,"Gary Edward Daniels (born 9 May 1963) is an English actor and former kickboxer, known for appearing mostly in action-oriented martial arts B-films. Daniels has been in over 50 films since his start as an extra in an episode of the 1980s television series Miami Vice. He is best known for playing Kenshiro in the live-action version of Fist of the North Star.","Gary Edward Daniels (born 9 May 1963) is an English actor and former kickboxer, known for appearing mostly in action-oriented martial arts B-films. Daniels has been in over 50 films since his start as an extra in an episode of the 1980s television series Miami Vice. He is best known for playing Kenshiro in the live-action version of Fist of the North Star. He is also known for his roles in the Jackie Chan film City Hunter, and as Bryan Fury in the 2010 live-action film Tekken, based upon the popular fighting game series. He was also seen in the Sylvester Stallone film The Expendables as Lawrence ""The Brit"" Sparks, an ally of the villain James Munroe."
